uid,body,title,url,newspaper_uid,host,n_tokens_title,n_tokens_body
d15f4cbfd390a45ee35dd33dd85cae5d,"Un presidente con la mayor votación en la era de elecciones no organizadas por el gobierno, con mayoría en el Congreso, amplia legitimidad y aprobación popular, ¿qué necesidad tiene de arrollar a la minoría opositora para la designación de cuatro integrantes de la Comisión Reguladora de Energía?Había cuatro puestos vacantes para comisionados, así que, como marca la ley, el presidente López Obrador envió cuatro ternas de aspirantes al Senado para que eligieran. Tras una comparecencia desastrosa ante los legisladores, en la que casi todos demostraron carecer de conocimientos básicos sobre los temas que deberán analizar y regular, fueron rechazados los aspirantes propuestos.Para aprobar a los candidatos se requería una mayoría calificada en el pleno del Senado, por lo que Morena y sus aliados necesitaban forzosamente convencer al bloque opositor.Ante ese primer rechazo, la ley obligaba a que el presidente enviara “otras ternas”. Envió los mismos nombres: once de los doce rechazados. Es decir, no envió “otras”. Era previsible que serían rechazados de nuevo. Lejos de buscar un entendimiento con la oposición, el presidente descalificó a los que no quisieron a sus candidatos y dijo que su negativa era porque querían que fueran “achichincles”. Justo lo que los opositores dicen de los propuestos: que serán achichincles del presidente y le dirán a todo que sí.Ayer fueron rechazados de nuevo, en una sesión llena de descalificaciones e insultos, e incluso una acusación de que Morena falsificó la firma de una legisladora ausente para sacar el trámite.El truco es que la ley establece que si las segundas ternas enviadas son también rechazadas, el presidente queda en libertad de designar directamente a los cuatro comisionados.Hay una discusión legal en el sentido de que no envió “otras” ternas sino las mismas y burló el “espíritu” de la ley. El lopezobradorismo alega que no hay ninguna violación legal. El hecho es que el presidente no estuvo dispuesto al acuerdo y prefirió hacer una interpretación por lo menos tortuosa de la ley para imponer su voluntad.Pero atendamos a lo que declaró el presidente del Senado, el morenista Martí Batres: que la discusión es en realidad ideológica porque el nuevo gobierno quiere una composición diferente en los órganos reguladores, un perfil de comisionados que protejan a las empresas del Estado y no a las empresas privadas del sector energético, a diferencia de perfiles neoliberales que la oposición quería mantener.Es decir, para el presidente López Obrador esta batalla no era tanto por su autoridad sino por su idea de que el país ya dejó atrás la era del neoliberalismo y él representa una exigencia de un nuevo modelo económico.Esta vez el presidente se impuso “a lo ganso”. Pero aún tienen los opositores batallas pendientes en las que sus votos son indispensables. La reforma de la reforma educativa es la más inmediata.SACIAMORBOS. En la entrega de antier, “Pacta Sunt Servanda (o cómo Bartlett puede tirar otro sistema)” tuve un error: puse que los ductos al final se los quedaba la CFE, pero no es así, se los quedan los privados. Es decir, están bajo el principio BOO y no BOOT (siglas, no onomatopeya, por Built, Own, Operate and Transfer). Esto no cambia en nada la argumentación de la columna ni su crítica central, pues el tema no fue la propiedad final de la infraestructura sino el efecto de no respetar sin argumentos sólidos los compromisos contractuales que, por cierto, la CFE ha anunciado con todas sus letras que quiere renegociar.[email protected]",A lo ganso,https://www.eluniversal.com.mx/articulo/carlos-loret-de-mola/nacion/lo-ganso,../Web,www.eluniversal.com.mx,1,272
1b2f1ae0f843aa1ff00b3ffc08b585eb,"Debido a que presenta un desempeño presupuestal fuerte, lo que permite proyectar que en los próximos años mantendrá sólidas sus finanzas, Fitch Ratings mejoró la calificación crediticia de El Marqués.La calificación de riesgo crediticio del El Marqués se encontraba en 'A + (mex)' y desde ayer la nota pasó a ubicarse en 'AA- (mex)' desde 'A + (mex)', con perspectiva estable.La mejora en la calificación se fundamenta en el desempeño presupuestal fuerte y sostenido durante el periodo de análisis de 2014 a 2018 que ha fortalecido la liquidez.Además, Fitch proyecta que los niveles de endeudamiento y la liquidez de El Marqués se mantendrán robustos en los próximos años.Entre los factores que fundamentan la calificación se destacan la recaudación local y también se tiene en cuenta el nivel de apalancamiento y la posición de liquidez.Además, el municipio se localiza en una región económicamente activa y dinámica en sectores ligados a la actividad manufacturera e industrial.Por otra parte, los factores que limitan la calificación son las erogaciones por concepto de servicios personales, así como los niveles de inversión en relación con el gasto total.Finalmente, la falta de un mecanismo institucional de seguridad social (incluye pensiones) denota la contingencia en el largo plazo para las finanzas municipales.En el mes de marzo de 2018 se liquidó el único contrato de crédito que se tenía con la banca de desarrollo desde 2013.El Marqués no cuenta con créditos bancarios a corto plazo ni uso de esquemas de factoraje o cadenas productivas.ArtículoUrbanizan calles de El Marqués MetrópoliAlcalde detalla que la comunidad beneficiada fue Santa María Begoña La rotación del pasivo circulante se ubica en 14 días con respecto al gasto primario; este pasivo representó 3.3% de los ingresos fiscales ordinarios (IFOs) al cierre de 2018.Con respecto a las contingencias en el largo plazo, el gasto por seguridad social está cubierto a través del gasto corriente.Al cierre de 2018, este monto representó 0.6% de los IFOs y fue de 9.4 millones de pesos.De acuerdo con el último estudio actuarial de 2018, El Marqués cuenta con mil 581 empleados activos y 56 jubilados.El Marqués es parte del área metropolitana de Querétaro y forma parte del corredor industrial de El BajíoLa economía local se concentra en el sector agropecuario y en la industria manufacturera.El Marqués cuenta con 22 parques industriales en operación y tres más en desarrollo.Durante los últimos años, se registró un crecimiento económico sostenido gracias al sector industrial y a la construcción de viviendas en la zona.El municipio de El Marqués es la sede de corporativos importantes como Bombardier, Fanosa, Scania, por mencionar algunos, y varias empresas del sector de autopartes.Fitch considera que los flujos de inversión local y extranjera continuarán llegando a la entidad; de hecho, la inversión en el sector aeroespacial se ha fortalecido con la llegada de nuevas empresas al municipio.En 2015, su población se estimó en 156.2 mil habitantes. De acuerdo con el Consejo Nacional de Población (Conapo), El Marqués presenta un “bajo” nivel de marginación.",El Marqués aumenta su calificación crediticia ,http://www.eluniversalqueretaro.mx/portada/el-marques-aumenta-su-calificacion-crediticia,../Web,www.eluniversalqueretaro.mx,4,235
b0c37c2308b2371041ecb11307ebfc09,"CDMX.- La coordinadora del PES en el Senado, Sasil de León Villard, en carta dirigida al presidente de la mesa directiva sostiene que la firma con su nombre que se denunció como falsa, ""fue realizada de puño y letra por la suscrita"".La aparente firma falsa de la senadora de León Villard aparece en el acuerdo de la Junta de Coordinación Política que envía al pleno las cuatro ternas de candidatos a ser integrantes de la Comisión Reguladora de Energía (CRE).En un proyecto de orden del día, en el apartado de comunicaciones figuró el documento de Sasil de Léon Villard, pero no figura en la Gaceta del Senado para la sesión de este jueves.A las acusaciones de que la firma de De León Villard fue falsificada, que se expresaron en el debate sobre la CRE, este miércoles, la legisladora señala en su escrito dirigido a Martí Batres que ""me reservo el dereecho a ejercitar cualquier acción en contra de los hechos acontecidos en la sesión del pleno, en contra de quien o quienes resulten responsables"".Expone que su reacción a los señalamientos de que la firma es falsa, es para que ""se preserve mi buena imagen, decoro y buen desempeño en el ejercicio de mis funciones como senadora de la República"".Señala también que ""para que no exista ningún cuestionamiento a mi honorabilidad y probidad, la discente ratifica en todas y cada una de sus partes, la firma que calza el acuerdo de la Junta de Coordinación Política de fecha 2 de abril.De manera adicional, De León Villard, señala que ""por motivos de salud, su servidora no se encontraba presente al momento del inicio de la sesión del pleno y desarrollo de la discusión"". ",Senadora Sasil de León sostiene que firma en documento sobre CRE es suya,https://www.eluniversal.com.mx/nacion/senadora-sasil-de-leon-sostiene-que-firma-en-documento-sobre-cre-es-suya,../Web,www.eluniversal.com.mx,7,129
5f585ee4a8def807f2efe66b085f2fe4,"¿Tu hijo tiene la ciudadanía estadounidense y quieres tramitar su pasaporte en México? Puedes hacerlo en la embajada o en cualquiera de los nueve consulados de Estados Unidos que están en el país.Para tramitar el pasaporte de un menor de 16 años, el consulado pedirá que el niño o adolescente se presente en persona junto con sus dos padres. “El consentimiento y firma de ambos padres es obligatorio”, apuntan en su página web.1. El primer paso es agendar una cita en línea. Identifica cuál es el consulado o embajada que te queda más cerca para que la pidas ahí. Deberás agendar tu cita en esta página (clic aquí).Selecciona tu consulado. Te abrirá una página del Departamento de Estado, entra para dar clic a la opción “Informar el nacimiento en el extranjero de un hijo y/o solicitar el primer pasaporte de un niño”.Recomendamos ¿Cuánto cuesta tramitar el pasaporte mexicano y la visa de EU?Toma en cuenta el gasto que harás por el trámite de pasaporte y visa en tu presupuesto de viaje 2. Llena la aplicación DS-11. Introduce la información de tu hijo en línea o a mano. Aquí encuentras el formato. Solicitan que imprimas las hojas en un solo lado y no las firmes.Si tu hijo no tiene un número asignado de seguro social, deberás llenar el campo 5 con ceros.3. Consentimiento parental. Si el día de la cita no puede presentarse uno o ambos padres, se deberá llenar el formato DS-3053 de “Consentimiento parental”.“Se recomienda que al menos uno de los padres comparezca en persona con el menor para identificarlo y comprobar que está de acuerdo con el trámite”, anota la Embajada de Estados Unidos en México.4. Si el menor ya ha tenido un pasaporte estadounidense, deberá presentarlo el día de la cita para renovarlo.5. Deberás presentar evidencia de que el niño es estadounidense. Prepara los documentos originales y fotocopias de: certificado original expedido por la ciudad, condado o estado de Estados Unidos, reporte de nacimiento en el extranjero o certificado de naturalización, según el caso.Lee Mapa: ¿Dónde se ubican los consulados de Estados Unidos en México?Aquí debes realizar cualquier trámite de visas (turismo, trabajo o estudio). También deberás llevar el acta de nacimiento mexicana del menor, si tiene doble nacionalidad. Acta de nacimiento de los padres, identificación oficial de los padres (pasaporte, INE, cartilla militar) y pruebas de parentesco.6. Te pedirán una fotografía del menor de 5X5 cm, reciente, a color y con fondo blanco.7. Pago del pasaporte. “Los pagos son realizados directamente en nuestras oficinas.Pasaporte Libreta para menor $115 dólares. Pasaporte Tarjeta para menor $50 dólares.Pasaporte libreta y pasaporte tarjeta menor $130 dólares (solicitados al mismo tiempo)”, anotan.El pago en efectivo puede ser en dólares o en pesos mexicanos. Aceptan tarjetas de crédito de bancos mexicanos y estadounidenses. Únicamente puedes pagar con tarjeta de débito si tu banco es estadounidense.Mira en nuestra galería las respuestas a algunas preguntas frecuentes sobre el trámite. También puedes consultarlas en la página de la embajada.No te pierdas 10 beneficios que obtienes con la ciudadanía estadounidense El proceso para obtener la ciudadanía es largo y complicado, pero los beneficios son grandes ",guia para tramitar el pasaporte estadounidense de un menor en mexico,http://www.viveusa.mx/educacion/guia-para-tramitar-el-pasaporte-estadounidense-de-un-menor-en-mexico,../Web,www.viveusa.mx,6,263
ef9e7ca72942f01240dd62198f200aeb,"[email protected]Guadalajara.— La directiva del Guadalajara ajustó el perfil de entrenador que busca para el siguiente torneo, puntos importantes que los aspirantes deben cubrir en su mayoría, ya que el proyecto será a largo plazo para regresar al equipo a los primeros lugares, además de inyectarle a la plantilla un ADN ganador como corresponde a una institución grande.“Estamos en el análisis de técnicos, no tomaremos la determinación rápido”, dijo Mariano Varela, director deportivo de las Chivas. “No vamos por uno para eludir el descenso, sino alguien que nos meta a otro nivel, a lo que representa esta camiseta”.Uno de los estrategas bajo análisis es Juan Francisco Palencia, quien por ahora tiene compromiso con Lobos, justo el rival del fin de semana. Antes de que llegara José Saturnino Cardozo, ya lo había buscado la gente del Rebaño.Otro que surge como opción es Joel Sánchez, campeón con las Chivas, y con recorrido por el banquillo de varios equipos del Ascenso MX. Pero la lista que tienen es amplia, mas no entra Tomás Boy, ninguno de los Tena, ni Juan Carlos Osorio, y aunque les han ofrecido a Antonio Mohamed, la dirigencia tiene por ahora otras aspiraciones, como el caso de Quique Setién, por nombrar uno de ellos.Varela puntualizó que el proyecto que quieren echar a andar es ambicioso, por eso “queremos cumplir varios puntos en el perfil, por supuesto que vamos por alguien que cumpla la mayoría y que no piense solamente en el descenso, porque te aseguro que este equipo no va a descender, tiene que estar en otro momento. Nos metimos al tema del cociente nosotros mismos y nosotros tenemos que salir de ahí”.",Las Chivas van por súper técnico,https://www.eluniversal.com.mx/universal-deportes/futbol/las-chivas-van-por-super-tecnico,../Web,www.eluniversal.com.mx,4,133
14e379a73f4567cdc6301fa8135d297d,"El único alimento que se le da al bebé hasta los seis meses es la leche materna o fórmula láctea, pero después de esa edad deberá complementarse con otro tipo de nutrientes como frutas, verduras, carne y pescado. Esto resulta todo un reto para los padres porque no todos los alimentos son buenos para los bebés a tan corta edad. Aquí te diremos qué alimentos es preferible no darles. Según la NHS Choices, que es un sitio británico de salud ampliamente reconocido, recomienda que dejes a un lado a las espinacas en la dieta de tu bebé ya que contienen nitrato, el cual dificulta la digestión y podría sufrir del síndrome del bebé azul. Aunque nuestra experta en nutrición Fernanda Alvarado menciona que esto sucede cuando el niño es intolerante a ellas o las consume en exceso. Este síndrome se produce cuando el oxígeno no se distribuye y transporta adecuadamente por la sangre. Al faltarle oxígeno al bebé tiende a manifestarse en su piel un tono azulado, por lo que deberá ser llevado al médico lo antes posible.Además de las espinacas, el nitrato también se encuentra en la lechuga, acelgas, col, betabel y apio, por lo que esas verduras de igual forma deben ser consumidas de forma esporádica mas no eliminadas de su alimentación y bajo la supervisión del pediatra.La Autoridad Europea de Seguridad Alimentaria (EFSA) ha estudiado la presencia del nitrato de las espinacas en bebés menores de 12 meses, concluyendo que no deben consumirlas porque afectará su digestión y sería peligroso para su salud. En niños de 1 a 3 años tampoco se descartán dichas complicaciones, por lo que deberán dar de comer a los niños sólo un porcentaje mínimo una vez al día.Los vegetales crudos como las zanahorias, ejotes, chícharos o apio tampoco se recomiendan porque se pueden ahogar con los trozos. Lo mejor es cortarlos entre un centímetro o centímetro y medio y que se encuentren cocidos para que tengan un aspecto blando y sea más difícil que los bebés los digieran ya que no tienen dientes. Por último, la miel tampoco es recomendable porque pueden padecer de botulismo infantil. El Comité Científico de la Agencia Española de Seguridad Alimentaria y Nutrición (AESAN) elaboró en el 2011 un informe sobre el botulismo infantil, concluyendo que la miel es el alimento que en mayores ocasiones aparece en los informes contagiando a los infantes. Los síntomas del botulismo son: estreñimiento, languidez, insuficiencia respiratoria y parálisis.Además de estos alimentos, Fernanda Alvarado recomienda que los bebés no coman embutidos, refrescos, frutos secos y semillas, como la nuez ya que puede causar asfixia, así como leche de vaca, huevo crudo, azúcar o harinas refinadas. Así que échale un ojo a lo que le das de comer a tu bebé para que no padezca ninguna complicación y no olvides consultar todo con su pediatra. Fernanda Alvarado es especialista en nutrición y educadora en diabetes, escribe la sección “Zona Saludable” en el suplemento impreso de Menú de El Universal. Cuenta con estudios de educación continua en nutrición y formación como promotora de salud por parte de la Universidad Iberoamericana. Candidata a maestría en nutrición y dietética con especialidad en nutrición comunitaria.Blog: http://www.biencomer.com.mx/YouTube: https://www.youtube.com/c/BienComer Artículo¿Cuándo debo comenzar a dar alimentos sólidos a mi bebé?MenúA partir de los seis meses el bebé puede comenzar a comer algo más que leche ",Alimentos peligrosos para los bebés,https://www.eluniversal.com.mx/menu/alimentos-peligrosos-para-los-bebes,../Web,www.eluniversal.com.mx,3,283
94ee861594399eef648f9779ad6b588f,"La incapacidad como técnico de Bruno Marioni quedó de manifiesto ante el Juárez del Ascenso MX. La eliminación en las semifinales de la Copa es un duro golpe a la poca credibilidad que tenía como técnico, después de los pobres resultados que había logrado con los Venados. Y en la Liga, por más que hayan ganado los partidos ante América y Guadalajara, los universitarios están lejos de la Liguilla y del protagonismo que lograron el torneo anterior.Y después de ser eliminado, humillado por su incapacidad, el técnico de los Pumas aceptó que se agarró a golpes con un personaje que lo provocó y agredió camino a la conferencia de prensa —que si bien es cierto no tenía nada que hacer  en el lugar donde se dieron los hechos—, no es la mejor reacción para un hombre que representa, de alguna manera, los valores de la UNAM. El mentado Efecto Marioni con el que quisieron hipnotizar a los seguidores de este equipo terminó pronto y echaron a perder una extraordinaria oportunidad, no solamente de ganar un título, sino de enfrentar de nueva cuenta al América en busca de saldar cuentas después de los últimos resultados que han tenido en series de eliminación directa.Pero los Pumas nunca se comportaron como un equipo de Primera ante uno de la división de abajo, y los Bravos entendieron que aunque su prioridad es el ascenso, no dejaron escapar la oportunidad de pelear por otro título, ahora ante el América, al que eliminaron en los cuartos de final de la edición anterior y lo mejor de todo para ellos, en su estadio, en el Olímpico Benito Juárez.Del ahora finalista, hay que destacar el esfuerzo que ha hecho su directiva, que con Gabriel Caballero han estructurado un equipo en busca de ascender. Se les ha negado, pero siguen con la inversión para conseguirlo pronto.Y no cabe la excusa de que los universitarios no tuvieran plantilla para competir, en esta ocasión la mayor responsabilidad es del técnico, quien mostró su novatez, a quien Caballero —quien merecería ya otra oportunidad en el Máximo Circuito—, le ha dado una lección de lo que significa jugar un partido de eliminación directa. La directiva tendrá que replantearse si el proyecto con el argentino es lo mejor para el futuro de un club que no está para aguantar ridículos como el que hizo ayer en Ciudad Juárez, con un futbol timorato y una nula reacción desde la banca para tratar de rescatar el juego cuando los Bravos se fueron al frente en el marcador. Los Pumas no pueden vivir de ganarle al América en la Liga —y lo mismo con un deprimido Guadalajara—; quien piense así dentro de la institución está condenado al fracaso y no tiene nada que ver la mística de este club, que por ahora le ha quedado grande a Marioni, quien ayer se perdió una gran oportunidad en su carrera como técnico para trascender, la única que ha tenido, la única que pudiera tener y lo peor es que al final quedó como un mal perdedor, ya que por más que un aficionado se burle y por más caliente que pueda estar después de la derrota, no puede reaccionar de la manera en que lo hizo. Por el estadio, tendrán que revisar el protocolo de seguridad para la final contra el América, para evitar otro enfrentamiento. @gvlo2088[email protected]",¡Arriba Juárez! Enterrados los Pumas,https://www.eluniversal.com.mx/columna/gerardo-velazquez-de-leon/universal-deportes/futbol/arriba-juarez-enterrados-los-pumas?page=1,../Web,www.eluniversal.com.mx,3,240
98b5362895971245e295aacf0f084e8f,"Las series televisivas fueron aprovechadas por los ciberdelincuentes para infectar los dispositivos de los usuarios que buscaban verlas de manera ilegal o en sitios que aparentan ser legales, y la más buscada en 2018 fue Game of Thrones, acumulando un total de 9 mil 986 variedades de malware o programas maliciosos.La firma de ciberseguridad Kaspersky Lab advirtió a los seguidores de estas series que los ciberdelincuentes comparten capítulos de esas series acompañándolos de software malicioso.Los momentos en los que se registran más descargas ilegales de series de televisión son al inicio y fin de temporada. En el caso de Game of Thrones, agregó, el capítulo más aprovechado fue el capítulo inicial de la temporada.Informó que los estafadores tienden a aprovecharse de la lealtad y la impaciencia de las personas, ofreciendo material completamente nuevo para descargar pero en realidad es una ciberamenaza.Considerando que la temporada final de Game of Thrones comienza este mes, el investigador de seguridad en dicha firma, Anton V. Ivanov, advirtió en un comunicado del aumento en la cantidad de malware.Además de dicha serie, The Walking Dead y Arrow se suman a la lista de programas más reproducidos en sitios ilegales; destaca que archivos .exe son los que ejecutan programas maliciosos en los dispositivos.ArtículoAlexa de Amazon se convierte en tu enfermera personalTechbitAmazon invitó a seis compañías de atención médica a construir herramientas utilizando Alexa ",Game of Thrones: la serie con más malware,https://www.eluniversal.com.mx/techbit/game-thrones-la-serie-con-mas-malware,../Web,www.eluniversal.com.mx,5,115
6e73b605afc3de385942a575da621843,"[email protected]Miles de abejas habitan dentro de 140 colmenas resguardadas en los terrenos de un internado ubicado en San Bartolo Coyotepec, en los Valles Centrales. Se trata de la Escuela Secundaria Técnica Número 14 de Oaxaca donde, gracias a los cuidados de más un centenar de estudiantes, nace la dulzura y el color dorado de la miel mantequilla.El zumbido casi motorizado de este insecto es ya familiar para los 118 alumnos de entre 11 y 15 años. No tienen temor, pues como parte de su formación académica dedican ocho horas a la semana a la apicultura. Con un equipo de protección limitado y desgastado por las generaciones heredadas, incluso algunos sin guantes,  cuidan a las abejas junto con su profesor Marcos Cano Rodríguez.Sin importar el riesgo de picaduras, ingresan al campo árido y exploran cada colmena. Emanuel Pérez, uno de los estudiantes de 14 años, revisa con normalidad cada hogar de estos insectos, como lo ha hecho desde hace tres años que  los cuida. Al igual que sus compañeros, sabe identificar a las obreras, a la reina y a los zánganos.La labor de Carlos y sus compañeros es vital para la institución, pues gracias a la  crianza de abejas  y el aprovechamiento de su miel, los alumnos son   autosuficientes y pueden seguir estudiando en esta escuela que sobrevive entre carencias y abandono gubernamental.Dulce asignaturaLa apicultura es una de las asignaturas que desde hace 50 años se imparte en esta institución fundada en la comunidad de Reyes Mantecón, en 1938, por el general Lázaro Cárdenas.En esta institución, que desde 1969 funciona como internado, estudian 272 menores, incluidas 17 mujeres. La mayoría son hijos de campesinos.Con esta actividad, los estudiantes han aprendido a amar a las abejas, y a entender su polinización y producción de miel, la cual extraen para después comercializarla en diferentes presentaciones  y obtener el dinero para el mantenimiento de este internado.—Somos autosuficientes y es lo que le enseñamos a los niños, autosuficiencia, dice Marcos, el profesor de apicultura, quien explica que para el cuidado de las 140 colmenas, distribuidas en tres apiarios, los alumnos se dividen en tres grupos conforme a su grado escolar. Para algunos, esta actividad será una oportunidad para autoemplearse en un futuro.—La idea de la escuela es darles la herramienta de trabajo, enseñarles lo que es la apicultura, que vean cómo se trabaja y cómo sí se puede explotar la  actividad cuidando a la abeja que es el ser más importante que existe en el mundo, platica emocionado.Esta visión ya se hizo realidad en Emanuel Pérez Hernández, quien a sus 14 años ya trabaja como apicultor los fines de semana en el municipio de Ocotlán de Morelos.Gracias a  los 150 pesos que gana  al día, el estudiante de tercer grado y  originario de San Isidro Buenavista, comunidad de  la Mixteca, mantiene sus gastos. Como la actividad es de su agrado, incluso anhela tener su propio apiario. Las carencias y picaduras, dice,  no lo limitan ni a él ni a  sus compañeros, pues han aprendido a apreciar esta actividad.Grecia Hernández Alonso, otra de las alumnas,  incluso opina que se trata de una  materia creativa, en la que además destacan las mujeres.—Es un arte porque es muy bonito hacerlo, las abejas son muy especiales y ayudan mucho al ser humano y a todos los animales del mundo. Es bonito sacar la miel, verlas cómo crecen y ver toda su vida porque es muy interesante, narra la estudiante de tercer grado y originaria de Hidalgo.Con 14 años y con el anhelo de estudiar medicina, dice no tener miedo a estos insectos y, mucho menos, a sus picaduras.Enfrentan carenciasEl esfuerzo de los alumnos y de su profesor da resultados con la cosecha de mil  que hacen cada año, entre los meses de  octubre y noviembre.  Es entonces cuando se extraen entre 200 y 600 litros de miel, la cual se comercializa.  Además, elaboran otros productos como ungüentos, jabones y labiales, con las ganancias  mantienen el funcionamiento de los apiarios y de su escuela.No es una labor sencilla. Desde hace tres años su producción se redujo, pues anteriormente  extraían  hasta  mil 400 litros de miel al año, más del doble de lo que extraen actualmente. Este desplome provocó la pérdida de clientes extranjeros y ahora sólo conservan los locales. Esto es grave si se considera que los principales compradores de la miel oaxaqueña son Alemania, Bélgica y España.La causa de la caída de la producción, explica el profesor, son las carencias en la institución y la contaminación ambiental. —Por la falta de agua, el cambio climático, la urbanización y ríos contaminados empieza a bajar la producción; desde hace tres ciclos venimos arrastrando  baja producción, señala.Con la venta de la miel que aún extraen, los alumnos consiguen  unos  34 mil pesos al año, de los cuales recuperan la inversión de 25 mil  y su ganancia de  9 mil pesos la destinan al mantenimiento del internado.—Tratamos de buscar ayuda gubernamental porque  hemos ido perdiendo la capacidad de comprar las cosas para producir, entonces sí necesitamos ayuda para rescatar la escuela, platica el docente.Entre las carencias destaca el equipo de protección necesario, instalaciones en buen estado y  un vehículo para transportarse de un apiario a otro.No es el único esfuerzo que realizan los alumnos de esta secundaria  agropecuaria. Entre salones deteriorados con ventanas rotas y  butacas oxidadas, los menores  cursan   asignaturas como   ganadería, agricultura y conservación e industrialización de alimentos. Al igual que los niños abeja, todo el dinero de la venta de los productos es para la susbsistencia del plantel.De acuerdo con el Sistema Nacional de Información para el Desarrollo Rural Sustentable (Snidrus), Oaxaca ocupa la sexta posición en inventario apícola con 167 mil 840 colmenas y tres mil 124 productores. A nivel estatal la producción asciende a 4 mil 150 toneladas por año.","Guardianes de las abejas, niñas y niños producen miel en un internado de Oaxaca",http://oaxaca.eluniversal.com.mx/especiales/01-04-2019/guardianes-de-las-abejas-ninas-y-ninos-producen-miel-en-un-internado-de-oaxaca,../Web,oaxaca.eluniversal.com.mx,8,467
054d802c620db8882a7722eee4fa9060,"Alejandro Rojas Díaz Durán, consejero de Morena, culpó al candidato de ese partido para la gubernatura de Puebla, Miguel Barbosa, de ""celebrar, votar y aplaudir felizmente como foca las reformas neoliberales contra México"" durante el gobierno de Enrique Peña Nieto.Incluso, el morenista calificó a su correligionario de ser el ""dedo torcido del chuchismo mercader"".Rojas Díaz Durán culpó a Yeidckol Polevnsky, la dirigente de Morena, y a Barbosa de apoyar ""en el PRD las alianzas con el PAN"".En días recientes, el consejero de Morena renunció como suplente del senador Ricardo Monreal.ACUSA LAVADO Y CORRUPCIÓNApenas ayer, Alejandro Rojas acusó al candidato a la gubernatura de Puebla, Miguel Barbosa, de haber adquirido la casa del expresidente Miguel de la Madrid, de manera “corrupta”, por lo que solicitó destituir a Barbosa como abanderado al gobierno poblano.A través de su cuenta de redes sociales, indicó que la Fiscalía General de la República (FGR) debe abrir una investigación contra Barbosa por los presuntos delitos de “lavado de dinero, corrupción y enriquecimiento ilícito”.cg","Acusa Alejandro Rojas a Barbosa de ""aplaudir felizmente"" las reformas neoliberales de Peña Nieto",https://www.eluniversal.com.mx/nacion/politica/acusa-alejandro-rojas-barbosa-de-aplaudir-felizmente-las-reformas-neoliberales-de,../Web,www.eluniversal.com.mx,10,96
